,Player,Season,Age,Tm,Lg,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Place_of_Birth,Race,From,To,Pos,Ht,Wt,Birth Date,College,SEASON,RK,NAME,TEAM,SALARY
211,carl landry,2014-15,31.0,SAC,NBA,70,15.0,1192.0,14.9,0.0,0.407,9.8,15.5,12.8,3.6,0.6,1.1,11.0,18.1,115.0,111.0,2.3,0.5,2.8,0.112,-1.0,-2.6,-3.6,-0.5,Wisconsin,Black,2008,2016,F,6-9,248,"September 19, 1983",Purdue University,2014-2015,96,"Carl Landry, PF",Sacramento Kings,6500000
212,shane larkin,2014-15,22.0,NYK,NBA,76,22.0,1865.0,10.9,0.269,0.181,1.7,9.4,5.4,19.4,2.6,0.4,15.1,13.6,102.0,110.0,0.8,0.9,1.7,0.045,-1.6,-0.7,-2.4,-0.2,Ohio,Black and White,2014,2016,G,5-11,175,"October 2, 1992",University of Miami,2014-2015,279,"Shane Larkin, PG",New York Knicks,1606080
213,joffrey lauvergne,2014-15,23.0,DEN,NBA,24,1.0,268.0,10.5,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,91.0,106.0,-0.2,0.3,0.1,0.012,-4.2,0.7,-3.6,-0.1,France,White,2015,2016,F,6-11,220,"September 30, 1991",,2014-2015,267,"Joffrey Lauvergne, C",Denver Nuggets,1790281
214,zach lavine,2014-15,19.0,MIN,NBA,77,40.0,1902.0,11.3,0.247,0.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,95.0,114.0,-0.7,0.0,-0.7,-0.018,-1.7,-2.7,-4.5,-1.2,Washington,Black and White,2015,2016,G,6-5,189,"March 10, 1995","University of California, Los Angeles",2014-2015,251,"Zach LaVine, PG",Minnesota Timberwolves,2055840
215,ty lawson,2014-15,27.0,DEN,NBA,75,75.0,2665.0,18.5,0.221,0.392,1.6,8.1,4.7,43.0,1.7,0.3,14.6,20.6,113.0,111.0,6.0,1.0,7.0,0.126,2.7,-2.1,0.5,1.7,Maryland,Black,2010,2016,G,5-11,195,"November 3, 1987",University of North Carolina,2014-2015,43,"Ty Lawson, PG",Denver Nuggets,11595506
216,ricky ledo,2014-15,22.0,TOT,NBA,17,0.0,244.0,6.3,0.281,0.229,7.4,9.7,8.5,13.0,1.3,0.3,19.7,24.8,81.0,113.0,-0.6,0.0,-0.6,-0.112,-4.9,-3.0,-7.9,-0.4,Rhode Island,Black,2014,2015,G,6-7,195,"September 10, 1992",,2014-2015,430,"Ricky Ledo, SG",New York Knicks,48028
217,courtney lee,2014-15,29.0,MEM,NBA,77,74.0,2354.0,11.5,0.348,0.201,1.0,7.6,4.3,9.8,1.7,0.4,10.0,15.2,109.0,106.0,2.5,2.4,4.8,0.099,0.3,0.2,0.5,1.5,Indiana,Black,2009,2016,G,6-5,200,"October 3, 1985",Western Kentucky University,2014-2015,115,"Courtney Lee, SG",Memphis Grizzlies,5450000
218,david lee,2014-15,31.0,GSW,NBA,49,4.0,904.0,17.8,0.006,0.332,10.0,20.3,15.3,13.7,1.7,2.1,12.0,19.6,112.0,100.0,1.6,1.6,3.2,0.168,-0.6,2.0,1.4,0.8,California,White,2006,2016,F,6-9,245,"April 29, 1983",University of Florida,2014-2015,20,"David Lee, PF",Golden State Warriors,15012000
219,malcolm lee,2014-15,24.0,PHI,NBA,1,0.0,2.0,-19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,0.0,115.0,0.0,0.0,0.0,-0.527,-21.9,-6.7,-28.5,0.0,California,Black,2012,2015,G,6-5,200,"May 22, 1990","University of California, Los Angeles",2014-2015,380,"Malcolm Lee, SG",Philadelphia 76ers,710659
220,alex len,2014-15,21.0,PHO,NBA,69,44.0,1518.0,13.5,0.008,0.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,107.0,103.0,1.2,2.1,3.4,0.107,-3.3,2.3,-1.0,0.4,Ukraine,White,2014,2016,C,7-1,260,"June 16, 1993",University of Maryland,2014-2015,171,"Alex Len, C",Phoenix Suns,3649920
221,kawhi leonard,2014-15,23.0,SAS,NBA,64,64.0,2033.0,22.0,0.234,0.307,4.8,20.6,12.9,13.0,3.7,1.8,9.4,23.0,113.0,96.0,4.2,4.4,8.6,0.204,2.6,3.5,6.1,4.1,California,Black,2012,2016,F,6-7,230,"June 29, 1991",San Diego State University,2014-2015,212,"Kawhi Leonard, SF",San Antonio Spurs,2894059
222,meyers leonard,2014-15,22.0,POR,NBA,55,7.0,847.0,14.8,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,117.0,102.0,1.6,1.2,2.8,0.158,0.1,0.0,0.2,0.5,Virginia,White,2013,2016,C,7-1,245,"February 27, 1992",University of Illinois at Urbana-Champaign,2014-2015,234,"Meyers Leonard, PF",Portland Trail Blazers,2317920
223,jon leuer,2014-15,25.0,MEM,NBA,63,6.0,824.0,11.9,0.106,0.216,7.0,21.7,14.3,8.8,1.1,0.9,10.5,18.6,99.0,102.0,0.2,1.2,1.3,0.078,-3.1,0.0,-3.1,-0.2,Minnesota,Black and White,2012,2016,F,6-10,228,"May 14, 1989",University of Wisconsin,2014-2015,341,"Jon Leuer, PF",Memphis Grizzlies,967500
224,damian lillard,2014-15,24.0,POR,NBA,82,82.0,2925.0,20.7,0.421,0.293,1.8,11.8,6.9,29.0,1.7,0.5,12.6,26.9,112.0,105.0,7.3,3.3,10.6,0.174,5.0,0.0,5.1,5.2,California,Black,2013,2016,G,6-3,195,"July 15, 1990",Weber State University,2014-2015,179,"Damian Lillard, PG",Portland Trail Blazers,3340920
225,jeremy lin,2014-15,26.0,LAL,NBA,74,30.0,1907.0,15.6,0.269,0.41,1.4,10.2,5.7,28.6,2.2,1.4,17.7,21.9,104.0,110.0,1.8,0.8,2.7,0.068,0.5,-1.3,-0.8,0.6,California,Others,2011,2016,G,6-3,200,"August 23, 1988",Harvard University,2014-2015,70,"Jeremy Lin, PG",Los Angeles Lakers,8374646
226,brook lopez,2014-15,26.0,BRK,NBA,72,44.0,2100.0,22.7,0.01,0.278,11.5,17.1,14.3,4.5,1.1,4.8,8.6,26.3,112.0,105.0,4.7,2.2,7.0,0.159,0.5,-0.3,0.2,1.1,California,Black and White,2009,2016,C,7-0,275,"April 1, 1988",Stanford University,2014-2015,19,"Brook Lopez, C",Brooklyn Nets,15719062
227,robin lopez,2014-15,26.0,POR,NBA,59,59.0,1638.0,16.2,0.002,0.291,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,117.0,104.0,3.2,1.9,5.1,0.15,0.1,2.0,2.1,1.7,California,Black and White,2009,2016,C,7-0,255,"April 1, 1988",Stanford University,2014-2015,102,"Robin Lopez, C",Portland Trail Blazers,6124729
228,kevin love,2014-15,26.0,CLE,NBA,75,75.0,2532.0,18.8,0.412,0.337,6.5,26.3,16.6,10.7,1.0,1.2,10.0,21.7,115.0,105.0,5.8,2.9,8.7,0.165,2.0,-0.1,1.9,2.5,California,White,2009,2016,F,6-10,251,"September 7, 1988","University of California, Los Angeles",2014-2015,17,"Kevin Love, PF",Cleveland Cavaliers,15719063
229,kyle lowry,2014-15,28.0,TOR,NBA,70,70.0,2414.0,19.3,0.375,0.299,2.6,13.1,7.8,32.4,2.3,0.4,12.8,25.4,110.0,107.0,5.1,2.0,7.1,0.141,4.2,-0.6,3.6,3.4,Pennsylvania,Black,2007,2016,G,6-0,205,"March 25, 1986",Villanova University,2014-2015,40,"Kyle Lowry, PG",Toronto Raptors,12000000
230,john lucas,2014-15,32.0,DET,NBA,21,0.0,272.0,13.0,0.279,0.048,1.5,5.0,3.2,36.0,1.5,0.0,13.1,19.9,103.0,111.0,0.2,0.1,0.3,0.058,-1.1,-4.4,-5.5,-0.2,District of Columbia,Black,2006,2015,G,5-11,165,"November 21, 1982",Oklahoma State University,2014-2015,406,"John Lucas III, PG",Detroit Pistons,269189
231,kalin lucas,2014-15,25.0,MEM,NBA,1,0.0,6.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,0.0,93.0,0.0,0.0,0.0,-0.057,-7.9,6.6,-1.3,0.0,Michigan,Black,2015,2015,G,6-1,195,"May 24, 1989",Michigan State University,2014-2015,394,"Kalin Lucas, PG",Memphis Grizzlies,486446
232,shelvin mack,2014-15,24.0,ATL,NBA,55,0.0,833.0,13.2,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,102.0,106.0,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2,Kentucky,Black and White,2012,2016,G,6-3,203,"April 22, 1990",Butler University,2014-2015,230,"Shelvin Mack, PG",Atlanta Hawks,2433333
233,ian mahinmi,2014-15,28.0,IND,NBA,61,6.0,1146.0,10.8,0.0,0.481,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,98.0,100.0,0.1,2.0,2.1,0.09,-3.8,2.6,-1.2,0.2,France,Black,2008,2016,C,6-11,250,"November 5, 1986",,2014-2015,158,"Ian Mahinmi, C",Indiana Pacers,4000000
234,devyn marble,2014-15,22.0,ORL,NBA,16,7.0,208.0,5.9,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,79.0,107.0,-0.3,0.2,-0.1,-0.031,-4.7,0.2,-4.5,-0.1,Michigan,Black and White,2015,2016,G-F,6-6,200,"September 21, 1992",University of Iowa,2014-2015,358,"Devyn Marble, SF",Orlando Magic,884879
235,shawn marion,2014-15,36.0,CLE,NBA,57,24.0,1101.0,11.0,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,106.0,107.0,0.8,0.9,1.7,0.074,-2.0,0.7,-1.3,0.2,Illinois,Black,2000,2015,F,6-7,220,"May 7, 1978","University of Nevada, Las Vegas",2014-2015,355,"Shawn Marion, SG",Cleveland Cavaliers,915243
236,cartier martin,2014-15,30.0,DET,NBA,23,0.0,198.0,1.6,0.623,0.0,0.0,11.4,5.5,8.0,0.8,0.4,8.6,13.0,76.0,110.0,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3,Texas,Black,2009,2015,F,6-7,220,"November 20, 1984",Kansas State University,2014-2015,322,"Cartier Martin, PF",Detroit Pistons,1145685
237,kenyon martin,2014-15,37.0,MIL,NBA,11,0.0,104.0,10.0,0.0,0.091,6.7,14.2,10.5,7.0,2.5,4.9,11.6,11.2,97.0,99.0,0.0,0.2,0.2,0.086,-4.4,3.6,-0.8,0.0,Michigan,Black,2001,2015,F,6-9,234,"December 30, 1977",University of Cincinnati,2014-2015,396,"Kenyon Martin, PF",Milwaukee Bucks,414551
238,kevin martin,2014-15,31.0,MIN,NBA,39,36.0,1302.0,16.7,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,107.0,115.0,2.0,-0.1,1.9,0.069,1.8,-3.9,-2.1,0.0,Ohio,Black and White,2005,2016,G,6-7,199,"February 1, 1983",Western Carolina University,2014-2015,91,"Kevin Martin, SG",Minnesota Timberwolves,6792500
239,wesley matthews,2014-15,28.0,POR,NBA,60,60.0,2024.0,16.1,0.592,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9.0,19.8,114.0,105.0,4.0,2.2,6.2,0.147,3.8,0.1,3.9,3.0,Texas,Black,2010,2016,G,6-5,220,"October 14, 1986",Marquette University,2014-2015,81,"Wesley Matthews, SG",Portland Trail Blazers,7245640
240,jason maxiell,2014-15,31.0,CHO,NBA,61,0.0,878.0,10.4,0.0,0.37,10.5,15.1,12.7,3.4,1.1,4.0,11.5,13.1,99.0,103.0,0.1,1.2,1.4,0.074,-4.5,1.9,-2.6,-0.1,Illinois,Black,2006,2015,F,6-7,260,"February 18, 1983",University of Cincinnati,2014-2015,348,"Jason Maxiell, PF",Charlotte Hornets,915243
241,luc mbah a moute,2014-15,28.0,PHI,NBA,67,61.0,1916.0,10.6,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,93.0,106.0,-0.9,2.0,1.1,0.027,-3.2,0.1,-3.2,-0.6,Cameroon,Black,2009,2016,F,6-8,230,"September 9, 1986","University of California, Los Angeles",2014-2015,148,"Luc Richard Mbah a Moute, PF",Philadelphia 76ers,4382576
242,james michael mcadoo,2014-15,22.0,GSW,NBA,15,0.0,137.0,17.7,0.0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,113.0,99.0,0.2,0.3,0.5,0.177,-2.3,0.5,-1.8,0.0,Virginia,Black,2015,2016,F,6-9,230,"January 4, 1993",University of North Carolina,2014-2015,415,"James Michael McAdoo, SF",Golden State Warriors,167122
243,ray mccallum,2014-15,23.0,SAC,NBA,68,30.0,1436.0,12.5,0.236,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,102.0,111.0,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1,Wisconsin,Black,2014,2016,G,6-3,190,"June 12, 1991",University of Detroit Mercy,2014-2015,370,"Ray McCallum, PG",Sacramento Kings,816482
244,cj mccollum,2014-15,23.0,POR,NBA,62,3.0,973.0,13.1,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,103.0,105.0,0.7,1.1,1.8,0.089,-0.4,-0.3,-0.7,0.3,Ohio,Black,2014,2016,G,6-4,200,"September 19, 1991",Lehigh University,2014-2015,231,"C.J. McCollum, SG",Portland Trail Blazers,2421000
245,doug mcdermott,2014-15,23.0,CHI,NBA,36,0.0,321.0,6.1,0.383,0.14,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,89.0,108.0,-0.3,0.2,0.0,-0.005,-4.8,-3.3,-8.0,-0.5,North Dakota,White,2015,2016,F,6-8,225,"January 3, 1992",Creighton University,2014-2015,236,"Doug McDermott, SF",Chicago Bulls,2277960
246,mitch mcgary,2014-15,22.0,OKC,NBA,32,2.0,485.0,16.6,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19.0,107.0,102.0,0.6,0.7,1.3,0.127,-2.3,-0.1,-2.4,-0.1,Indiana,White,2015,2016,F,6-10,255,"June 6, 1992",University of Michigan,2014-2015,296,"Mitch McGary, PF",Oklahoma City Thunder,1400040
247,javale mcgee,2014-15,27.0,TOT,NBA,23,0.0,256.0,14.4,0.0,0.418,7.3,18.9,12.9,2.0,0.4,6.1,16.1,18.9,101.0,106.0,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2,Michigan,Black and White,2009,2016,C,7-0,270,"January 19, 1988","University of Nevada, Reno",2014-2015,47,"JaVale McGee, C",Philadelphia 76ers,11250000
248,ben mclemore,2014-15,21.0,SAC,NBA,82,82.0,2670.0,10.4,0.471,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,104.0,112.0,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8,Missouri,Black,2014,2016,G,6-5,195,"February 11, 1993",University of Kansas,2014-2015,201,"Ben McLemore, SG",Sacramento Kings,3026280
249,josh mcroberts,2014-15,27.0,MIA,NBA,17,4.0,296.0,10.2,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,103.0,106.0,0.1,0.3,0.4,0.07,-1.7,0.6,-1.1,0.1,Indiana,White,2008,2016,F,6-10,240,"February 28, 1987",Duke University,2014-2015,122,"Josh McRoberts, PF",Miami Heat,5305000
250,jodie meeks,2014-15,27.0,DET,NBA,60,0.0,1462.0,14.1,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,110.0,109.0,2.2,0.9,3.1,0.103,0.7,-1.6,-0.9,0.4,Georgia,Black,2010,2016,G,6-4,208,"August 21, 1987",University of Kentucky,2014-2015,105,"Jodie Meeks, SG",Detroit Pistons,6000000
251,gal mekel,2014-15,26.0,NOP,NBA,4,0.0,43.0,0.5,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,61.0,111.0,-0.2,0.0,-0.2,-0.238,-10.3,-6.3,-16.6,-0.2,Israel,White,2014,2015,G,6-3,191,"March 4, 1988",Wichita State University,2014-2015,384,"Gal Mekel, PG",New Orleans Pelicans,633974
252,cj miles,2014-15,27.0,IND,NBA,70,40.0,1841.0,14.1,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,103.0,104.0,1.3,2.3,3.6,0.093,1.0,-1.3,-0.3,0.8,Texas,Black,2006,2016,G-F,6-6,231,"April 18, 1987",,2014-2015,151,"C.J. Miles, SF",Indiana Pacers,4205000
253,andre miller,2014-15,38.0,TOT,NBA,81,0.0,1253.0,13.3,0.117,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,107.0,109.0,1.4,0.8,2.2,0.084,-1.2,-1.8,-3.0,-0.3,California,Black,2000,2016,G,6-3,200,"March 19, 1976",University of Utah,2014-2015,141,"Andre Miller, PG",Washington Wizards,4650000
254,mike miller,2014-15,34.0,CLE,NBA,52,15.0,701.0,4.6,0.86,0.035,0.7,14.0,7.4,9.0,1.0,0.5,16.6,8.9,96.0,109.0,-0.1,0.5,0.4,0.028,-2.6,-0.3,-3.0,-0.2,South Dakota,White,2001,2016,F-G,6-8,218,"February 19, 1980",University of Florida,2014-2015,221,"Mike Miller, SG",Cleveland Cavaliers,2732000
255,quincy miller,2014-15,22.0,TOT,NBA,10,0.0,119.0,7.4,0.474,0.289,3.7,14.9,9.4,9.8,3.0,3.3,10.5,17.8,79.0,103.0,-0.2,0.2,-0.1,-0.03,-5.0,1.3,-3.7,-0.1,Illinois,Black,2013,2015,F,6-9,210,"November 18, 1992",Baylor University,2014-2015,413,"Quincy Miller, SF",Sacramento Kings,183049
256,patrick mills,2014-15,26.0,SAS,NBA,51,0.0,801.0,13.0,0.542,0.119,3.0,7.5,5.3,16.9,1.8,0.2,9.0,22.1,103.0,105.0,0.6,0.9,1.4,0.087,1.0,-1.8,-0.7,0.3,Australia,Black,2010,2016,G,6-0,185,"August 11, 1988",Saint Mary's College of California,2014-2015,165,"Patty Mills, PG",San Antonio Spurs,3842105
257,elijah millsap,2014-15,27.0,UTA,NBA,47,5.0,924.0,7.9,0.378,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17.0,87.0,102.0,-1.0,1.4,0.4,0.02,-3.5,1.9,-1.6,0.1,Louisiana,Black,2015,2016,G-F,6-6,225,"August 12, 1987",University of Alabama at Birmingham,2014-2015,407,"Elijah Millsap, SG",Utah Jazz,241731
258,paul millsap,2014-15,29.0,ATL,NBA,73,73.0,2390.0,20.0,0.232,0.362,6.9,20.0,13.6,15.4,2.8,2.4,13.3,23.8,109.0,99.0,4.0,4.3,8.3,0.166,1.6,2.6,4.2,3.7,Louisiana,Black,2007,2016,F,6-8,246,"February 10, 1985",Louisiana Tech University,2014-2015,59,"Paul Millsap, PF",Atlanta Hawks,9500000
259,nikola mirotic,2014-15,23.0,CHI,NBA,82,3.0,1654.0,17.9,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,111.0,101.0,3.0,2.7,5.7,0.165,1.2,0.0,1.2,1.3,Montenegro,White,2015,2016,F,6-10,220,"February 11, 1991",,2014-2015,124,"Nikola Mirotic, PF",Chicago Bulls,5305000
260,greg monroe,2014-15,24.0,DET,NBA,69,57.0,2137.0,21.2,0.0,0.394,11.2,25.1,17.9,11.7,1.9,1.3,13.0,23.9,110.0,103.0,4.0,2.8,6.8,0.153,0.6,1.3,1.9,2.1,Louisiana,Black,2011,2016,C-F,6-11,265,"June 4, 1990",Georgetown University,2014-2015,114,"Greg Monroe, C",Detroit Pistons,5479934
261,e'twaun moore,2014-15,25.0,CHI,NBA,56,0.0,504.0,10.3,0.273,0.144,2.7,7.1,5.0,10.4,2.1,0.9,8.7,14.4,105.0,106.0,0.3,0.5,0.8,0.08,-1.8,-0.6,-2.5,-0.1,Indiana,Black,2012,2016,G,6-4,191,"February 28, 1989",Purdue University,2014-2015,346,"E'Twaun Moore, SG",Chicago Bulls,948163
262,darius morris,2014-15,24.0,BRK,NBA,38,0.0,299.0,6.7,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0.0,16.0,20.0,83.0,111.0,-0.5,0.1,-0.4,-0.068,-4.4,-2.8,-7.2,-0.4,California,Black,2012,2015,G,6-4,190,"January 3, 1991",University of Michigan,2014-2015,381,"Darius Morris, PG",Brooklyn Nets,702756
263,marcus morris,2014-15,25.0,PHO,NBA,81,35.0,2045.0,13.7,0.41,0.148,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19.0,107.0,107.0,2.2,1.8,4.0,0.093,0.2,-0.6,-0.4,0.8,Pennsylvania,Black,2012,2016,F,6-9,235,"September 2, 1989",University of Kansas,2014-2015,210,"Marcus Morris, PF",Phoenix Suns,2943221
264,markieff morris,2014-15,25.0,PHO,NBA,82,82.0,2581.0,15.8,0.163,0.211,4.6,17.0,10.7,12.4,2.0,1.2,12.4,23.3,102.0,105.0,1.8,2.7,4.6,0.085,-0.7,0.5,-0.2,1.2,Pennsylvania,Black,2012,2016,F,6-10,245,"September 2, 1989",University of Kansas,2014-2015,208,"Markieff Morris, PF",Phoenix Suns,2989239
265,anthony morrow,2014-15,29.0,OKC,NBA,74,0.0,1806.0,14.8,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,124.0,108.0,4.4,1.2,5.7,0.151,2.4,-1.8,0.6,1.2,North Carolina,Black,2009,2016,G,6-5,210,"September 27, 1985",Georgia Institute of Technology,2014-2015,194,"Anthony Morrow, SG",Oklahoma City Thunder,3200000
266,donatas motiejunas,2014-15,24.0,HOU,NBA,71,62.0,2037.0,14.4,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,107.0,105.0,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,1.0,Lithuania,White,2013,2016,F-C,7-0,222,"September 20, 1990",,2014-2015,287,"Donatas Motiejunas, PF",Houston Rockets,1483920
267,timofey mozgov,2014-15,28.0,TOT,NBA,81,80.0,2045.0,16.6,0.011,0.382,11.0,21.4,16.1,4.3,0.8,3.7,14.9,16.9,113.0,105.0,3.5,2.2,5.7,0.133,-1.2,0.8,-0.4,0.8,Russian Federation,White,2011,2016,C,7-1,275,"July 16, 1986",,2014-2015,142,"Timofey Mozgov, C",Denver Nuggets,4650000
268,shabazz muhammad,2014-15,22.0,MIN,NBA,38,13.0,866.0,19.9,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,113.0,115.0,2.1,-0.1,2.0,0.11,2.0,-3.8,-1.8,0.0,California,Black,2014,2016,G-F,6-6,223,"November 13, 1992","University of California, Los Angeles",2014-2015,259,"Shabazz Muhammad, SF",Minnesota Timberwolves,1971960
269,toure' murry,2014-15,25.0,TOT,NBA,5,0.0,18.0,1.1,0.0,0.4,6.4,0.0,3.1,8.3,2.8,0.0,40.5,24.9,68.0,106.0,-0.1,0.0,-0.1,-0.171,-10.0,-1.2,-11.2,0.0,Texas,Black,2014,2015,G-F,6-5,195,"November 8, 1989",Wichita State University,2014-2015,422,"Toure' Murry, SF",Washington Wizards,96056
270,mike muscala,2014-15,23.0,ATL,NBA,40,8.0,502.0,18.0,0.146,0.166,12.2,14.8,13.5,8.0,1.6,3.2,11.5,16.7,120.0,103.0,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5,Minnesota,White,2014,2016,F-C,6-11,240,"July 1, 1991",Bucknell University,2014-2015,375,"Mike Muscala, PF",Atlanta Hawks,816482
271,shabazz napier,2014-15,23.0,MIA,NBA,51,10.0,1012.0,9.3,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,95.0,108.0,-0.3,0.8,0.5,0.024,-2.0,-0.6,-2.6,-0.2,Massachusetts,Black,2015,2016,G,6-1,175,"July 14, 1991",University of Connecticut,2014-2015,310,"Shabazz Napier, PG",Miami Heat,1238640
272,gary neal,2014-15,30.0,TOT,NBA,54,1.0,1193.0,11.1,0.326,0.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,96.0,109.0,-0.2,0.8,0.6,0.023,-1.7,-2.6,-4.3,-0.7,Maryland,Black,2011,2016,G,6-4,210,"October 3, 1984",Towson University,2014-2015,192,"Gary Neal, PG",Charlotte Hornets,3250000
273,andrew nicholson,2014-15,25.0,ORL,NBA,40,3.0,492.0,10.3,0.216,0.132,3.8,15.2,9.4,7.3,0.6,2.0,10.7,20.8,94.0,109.0,-0.2,0.3,0.1,0.007,-4.0,-2.1,-6.2,-0.5,Canada,Black,2013,2016,F,6-9,250,"December 8, 1989",St. Bonaventure University,2014-2015,281,"Andrew Nicholson, PF",Orlando Magic,1545840
274,joakim noah,2014-15,29.0,CHI,NBA,67,67.0,2049.0,15.3,0.005,0.407,11.9,22.1,17.1,23.0,1.2,2.6,19.6,13.7,109.0,102.0,2.4,3.1,5.6,0.13,-0.2,3.6,3.4,2.8,New York,Black and White,2008,2016,C,6-11,232,"February 25, 1985",University of Florida,2014-2015,35,"Joakim Noah, C",Chicago Bulls,12700000
275,nerlens noel,2014-15,20.0,PHI,NBA,75,71.0,2311.0,15.0,0.0,0.352,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,96.0,99.0,-0.2,4.2,4.0,0.083,-3.7,4.5,0.8,1.6,Massachusetts,Black,2015,2016,F-C,6-11,228,"April 10, 1994",University of Kentucky,2014-2015,184,"Nerlens Noel, PF",Philadelphia 76ers,3315120
276,lucas nogueira,2014-15,22.0,TOR,NBA,6,0.0,23.0,5.2,0.0,0.5,10.0,45.1,27.6,6.2,4.5,0.0,17.0,23.1,69.0,93.0,-0.1,0.1,0.0,-0.071,-11.0,0.7,-10.3,0.0,Brazil,Black,2015,2016,C,7-0,220,"July 26, 1992",,2014-2015,269,"Lucas Nogueira, C",Toronto Raptors,1762680
277,steve novak,2014-15,31.0,TOT,NBA,35,0.0,197.0,8.6,0.857,0.036,1.1,11.4,6.3,8.6,0.0,0.8,8.1,14.1,111.0,111.0,0.2,0.1,0.3,0.075,-0.2,-3.2,-3.4,-0.1,Illinois,White,2007,2016,F,6-10,225,"June 13, 1983",Marquette University,2014-2015,176,"Steve Novak, SF",Utah Jazz,3445947
278,dirk nowitzki,2014-15,36.0,DAL,NBA,77,77.0,2282.0,19.2,0.258,0.272,2.1,19.9,11.0,10.4,0.9,1.2,6.5,24.9,113.0,107.0,5.2,2.0,7.2,0.152,1.7,-1.0,0.7,1.5,Germany,White,1999,2016,F,7-0,245,"June 19, 1978",,2014-2015,75,"Dirk Nowitzki, PF",Dallas Mavericks,7974482
279,jusuf nurkic,2014-15,20.0,DEN,NBA,62,27.0,1103.0,14.8,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,96.0,101.0,-0.2,1.8,1.6,0.069,-3.7,3.1,-0.6,0.4,Bosnia and Herzegovina,White,2015,2016,C,7-0,280,"August 23, 1994",,2014-2015,270,"Jusuf Nurkic, C",Denver Nuggets,1762680
280,johnny o'bryant,2014-15,21.0,MIL,NBA,34,15.0,368.0,3.8,0.0,0.225,8.2,11.7,10.0,7.1,0.7,0.9,15.9,19.2,78.0,107.0,-0.8,0.3,-0.5,-0.063,-7.5,-1.6,-9.0,-0.7,Mississippi,Black,2015,2016,F-C,6-9,257,"June 1, 1993",Louisiana State University,2014-2015,385,"Johnny O'Bryant III, PF",Milwaukee Bucks,600000
